Title,URL,Exam_Date,degree,examCode,etype,type,result,grad,Regulation,Is_Supplementary,Exam_Type,Year,Semester
RC/RV M.Tech. I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=394&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,28-NOV-2023,mtech,394,r16,rcrvintgrade,gradercrv,pg,R22,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=395&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,28-NOV-2023,mtech,395,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
PHD COURSE WORK M.Tech I YEAR II SEMESTER REGULAR AUG/SEP-2023 Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=124&grad=pg&etype=null&result=nograde,17-OCT-2023,mtech,124,null,,nograde,pg,Unknown,No,Regular,I,II
PHD COURSE WORK M.Tech I YEAR I SEMESTER SUPPLY AUG/SEP-2023 Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=123&grad=pg&etype=null&result=nograde,17-OCT-2023,mtech,123,null,,nograde,pg,Unknown,No,Regular,I,I
M.Tech. IV Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=390&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,390,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. III Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=391&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,391,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=392&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,392,null,intgrade,grade17,pg,R22,No,Regular,Unknown,Unknown
M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=393&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,393,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R22) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=394&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,394,null,intgrade,grade17,pg,R22,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=395&grad=pg&etype=null&result=grade17&type=intgrade,16-OCT-2023,mtech,395,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=386&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,31-JULY-2023,mtech,386,r16,rcrvintgrade,gradercrv,pg,R19,No,Regular,Unknown,Unknown
RC/RV M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=387&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,31-JULY-2023,mtech,387,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=388&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,31-JULY-2023,mtech,388,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=389&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,31-JULY-2023,mtech,389,r16,rcrvintgrade,gradercrv,pg,R22,No,Regular,Unknown,Unknown
PHD COURSE WORK M.Tech MARCH-2023 Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=122&grad=pg&etype=null&result=nograde,26-MAY-2023,mtech,122,null,,nograde,pg,Unknown,No,Regular,Unknown,Unknown
M.Tech. IV Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=385&grad=pg&etype=null&result=grade17&type=intgrade,25-MAY-2023,mtech,385,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=386&grad=pg&etype=null&result=grade17&type=intgrade,25-MAY-2023,mtech,386,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=387&grad=pg&etype=null&result=grade17&type=intgrade,25-MAY-2023,mtech,387,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=388&grad=pg&etype=null&result=grade17&type=intgrade,25-MAY-2023,mtech,388,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R22) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=389&grad=pg&etype=null&result=grade17&type=intgrade,25-MAY-2023,mtech,389,null,intgrade,grade17,pg,R22,No,Regular,Unknown,Unknown
RC/RV M.Tech. III Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=376&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,17-FEB-2023,mtech,376,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. II Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=379&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,17-FEB-2023,mtech,379,r16,rcrvintgrade,gradercrv,pg,R19,No,Regular,Unknown,Unknown
RC/RV M.Tech. II Semester (R17)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=380&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,17-FEB-2023,mtech,380,r16,rcrvintgrade,gradercrv,pg,R17,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=382&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,17-FEB-2023,mtech,382,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R17)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=383&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,17-FEB-2023,mtech,383,r16,rcrvintgrade,gradercrv,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. IV Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=374&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,374,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. IV Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=375&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,375,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=376&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,376,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=377&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,377,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=378&grad=pg&etype=null&result=grade&type=intgrade,12-DEC-2022,mtech,378,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=379&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,379,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=380&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,380,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=381&grad=pg&etype=null&result=grade&type=intgrade,12-DEC-2022,mtech,381,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=382&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,382,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=383&grad=pg&etype=null&result=grade17&type=intgrade,12-DEC-2022,mtech,383,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=384&grad=pg&etype=null&result=grade&type=intgrade,12-DEC-2022,mtech,384,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
PHD COURSE WORK M.Tech SEP-2022 Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=121&grad=pg&etype=null&result=nograde,12-DEC-2022,mtech,121,null,,nograde,pg,Unknown,No,Regular,Unknown,Unknown
RC/RV M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=365&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,13-JULY-2022,mtech,365,r16,rcrvintgrade,gradercrv,pg,R19,No,Regular,Unknown,Unknown
RC/RV M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=368&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,13-JULY-2022,mtech,368,r16,rcrvintgrade,gradercrv,pg,R19,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. II Semester (R17)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=369&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,13-JULY-2022,mtech,369,r16,rcrvintgrade,gradercrv,pg,R17,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. II Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=370&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,13-JULY-2022,mtech,370,r16,rcrvintgrade,gradercrv,pg,R15,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=371&grad=pg&etype=r16&result=grade17&type=rcrvintgrade,13-JULY-2022,mtech,371,r16,rcrvintgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
RC/RV M.Tech. I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=372&grad=pg&etype=r16&result=grade17&type=rcrvintgrade,13-JULY-2022,mtech,372,r16,rcrvintgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=373&grad=pg&etype=r16&result=grade&type=rcrvintgrade,13-JULY-2022,mtech,373,r16,rcrvintgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=365&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,365,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. III Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=366&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,366,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=367&grad=pg&etype=null&result=grade&type=intgrade,06-JUNE-2022,mtech,367,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=368&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,368,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=369&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,369,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=370&grad=pg&etype=null&result=grade&type=intgrade,06-JUNE-2022,mtech,370,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=371&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,371,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=372&grad=pg&etype=null&result=grade17&type=intgrade,06-JUNE-2022,mtech,372,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=373&grad=pg&etype=null&result=grade&type=intgrade,06-JUNE-2022,mtech,373,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=350&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,350,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=351&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,351,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=352&grad=pg&etype=null&result=grade&type=intgrade,11-JAN-2022,mtech,352,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=353&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,353,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=354&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,354,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=355&grad=pg&etype=null&result=grade&type=intgrade,11-JAN-2022,mtech,355,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=356&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,356,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=357&grad=pg&etype=null&result=grade17&type=intgrade,11-JAN-2022,mtech,357,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=358&grad=pg&etype=null&result=grade&type=intgrade,11-JAN-2022,mtech,358,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. IV Semester (R19)  Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=340&grad=pg&etype=null&result=grade17&type=intgrade,29-SEP-2021,mtech,340,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. IV Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=341&grad=pg&etype=null&result=grade&type=intgrade,29-SEP-2021,mtech,341,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R19) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=344&grad=pg&etype=null&result=grade17&type=intgrade,29-SEP-2021,mtech,344,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=345&grad=pg&etype=null&result=grade17&type=intgrade,29-SEP-2021,mtech,345,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=346&grad=pg&etype=null&result=grade&type=intgrade,29-SEP-2021,mtech,346,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=347&grad=pg&etype=null&result=grade17&type=intgrade,29-SEP-2021,mtech,347,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. I Semester (R17) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=348&grad=pg&etype=null&result=grade17&type=intgrade,29-SEP-2021,mtech,348,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=349&grad=pg&etype=null&result=grade&type=intgrade,29-SEP-2021,mtech,349,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=337&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,22-JULY-2021,mtech,337,r16,rcrvintgrade,gradercrv,pg,R19,No,Regular,Unknown,Unknown
M.Tech. III Semester (R19) Regular Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=337&grad=pg&etype=null&result=grade17&type=intgrade,04-JUNE-2021,mtech,337,null,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
M.Tech. III Semester (R17)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=338&grad=pg&etype=null&result=grade17&type=intgrade,04-JUNE-2021,mtech,338,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R15)  Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=339&grad=pg&etype=null&result=grade&type=intgrade,04-JUNE-2021,mtech,339,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R19) Regular during COVID Pandemic Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=336&grad=pg&etype=r16&result=grade17&type=intgrade,06-MAR-2021,mtech,336,r16,intgrade,grade17,pg,R19,No,Regular,Unknown,Unknown
